plu,category,commodity,variety,size,measurements_north_america,measurements_rest_of_world,restrictions_notes,botanical_name,aka,revision_date,date_added,gpc,image_url,image
3000,Fruits,Apples,Alkmene,All Sizes,NA,NA,NA,Malus pumila,NA,2020-02-05,1999-12-31,NA,NA,NA
3001,Fruits,Apples,Aurora/Southern Rose,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus pumila,NA,2018-10-15,1999-12-31,NA,NA,NA
3002,Fruits,Apples,Cantared,All Sizes,NA,NA,NA,Malus pumila,NA,2016-04-07,1999-12-31,NA,NA,NA
3003,Fruits,Apples,D'Estivale,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3004,Fruits,Apples,Discovery,All Sizes,NA,NA,NA,Malus pumila,NA,2020-09-29,1999-12-31,NA,NA,NA
3005,Fruits,Apples,Golden Delicious Blush,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3006,Fruits,Apples,Ingrid Marie,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3007,Fruits,Apples,Lochbuie,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3008,Fruits,Apples,Rubinette,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3009,Fruits,Apples,Russet,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3010,Fruits,Apples,Cripps Red,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus pumila,Sundowner,2019-02-01,1999-12-31,NA,NA,NA
3011,Fruits,Apples,Worcester,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3012,Fruits,Pears,Abate Fetel,All Sizes,NA,NA,NA,Pyrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3013,Fruits,Pears,Beurre Hardy,All Sizes,NA,NA,NA,Pyrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3014,Fruits,Pears,Bon Rouge,All Sizes,NA,NA,NA,Pyrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3015,Fruits,Pears,Clara Friis,All Sizes,NA,NA,NA,Pyrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3016,Fruits,Pears,Concorde,All Sizes,NA,NA,NA,Pyrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3017,Fruits,Pears,Conference,All Sizes,NA,NA,NA,Pyrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3018,Fruits,Pears,Durondeau,All Sizes,NA,NA,NA,Pyrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3019,Fruits,Pears,Flamingo,All Sizes,NA,NA,NA,Pyrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3020,Fruits,Pears,General Leclerc,All Sizes,NA,NA,NA,Pyrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3021,Fruits,Pears,Guyot,All Sizes,NA,NA,NA,Pyrus spp.,NA,2017-06-15,1999-12-31,NA,NA,NA
3022,Fruits,Pears,Josephine,All Sizes,NA,NA,NA,Pyrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3023,Fruits,Pears,Passe Crassane,Small,110 size and smaller,Average Fruit Weight = less than 180g,NA,Pyrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3024,Fruits,Pears,Rocha,All Sizes,NA,NA,NA,Pyrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3025,Fruits,Pears,Rosemarie,All Sizes,NA,NA,NA,Pyrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3026,Fruits,Pears,Triumph de Vienne,All Sizes,NA,NA,NA,Pyrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3027,Fruits,Oranges,Shamouti,All Sizes,NA,NA,NA,Citrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3028,Fruits,Oranges,Delta Seedless,Small,113 and smaller,Average Fruit Dimensions = less than 66mm,NA,Citrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3029,Fruits,Tangerines/Mandarins,Satsuma,All Sizes,NA,NA,"This code can be used anyplace in the globe; however, there are other codes for this item that can be used outside of North America.",Citrus unshiu,NA,1999-12-31,1999-12-31,NA,NA,NA
3030,Fruits,Tangerines/Mandarins,"Nova (includes Clemenvilla, Suntina)",All Sizes,NA,NA,NA,Citrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3031,Fruits,Tangerines/Mandarins,"Jamaican Tangor (includes Ortanique, Mandor, Mandora, Tambor, Topaz, Ortanline)",All Sizes,NA,NA,NA,Citrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3032,Fruits,Tangerines/Mandarins,Ellendale,All Sizes,NA,NA,"This code can be used anyplace in the globe; however, there are other codes for this item that can be used outside of North America.",Citrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3033,Fruits,Melon,Charentais,Small,NA,Average Fruit Weight =  less than 625g,NA,Cucumis melo,NA,1999-12-31,1999-12-31,NA,NA,NA
3034,Fruits,Melon,Charentais,Large,NA,Average Fruit Weight =  625g and above,NA,Cucumis melo,NA,1999-12-31,1999-12-31,NA,NA,NA
3035,Fruits,Nectarine,"White Flesh, Tree Ripened, Ready-to-eat",Large,66 size and larger,Average Fruit Weight =  185g and above,NA,Prunus persica,NA,1999-12-31,1999-12-31,NA,NA,NA
3036,Fruits,Oranges,Midknight,Small,113 size and smaller,Average Fruit Dimensions = less than 66mm,NA,Citrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3037,Fruits,Pineapple,Queen,All Sizes,NA,NA,Sizes for pineapple based on two-layer lug.,Ananas comosus,NA,1999-12-31,1999-12-31,NA,NA,NA
3038,Fruits,Passion Fruit,"Granadilla, Orange",All Sizes,NA,NA,NA,Passiflorae.var. flavicarpa,NA,1999-12-31,1999-12-31,NA,NA,NA
3039,Fruits,Physalis/Cape Gooseberry/Ground Cherry,NA,All Sizes,NA,NA,NA,Physalis spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3040,Fruits,Pitahaya,Red (skin color),All Sizes,NA,NA,NA,Hylocereus lindatus,NA,1999-12-31,1999-12-31,NA,NA,NA
3041,Fruits,Rambutan,NA,All Sizes,NA,NA,NA,Nephelium lappaceum,NA,1999-12-31,1999-12-31,NA,NA,NA
3042,Fruits,Mangosteen,NA,All Sizes,NA,NA,NA,Garcinia mangostana,NA,1999-12-31,1999-12-31,NA,NA,NA
3043,Fruits,Grapes,"Italia, Seeded",All Sizes,NA,NA,NA,Vitis vinifera,NA,1999-12-31,1999-12-31,NA,NA,NA
3044,Fruits,Apricots,Black,All Sizes,NA,NA,NA,Prunus armeniaca,NA,2006-11-15,2006-11-15,NA,NA,NA
3045,Fruits,Dates,"Fresh, On Branch",All Sizes,NA,NA,NA,Phoenix dactylifera,NA,1999-12-31,1999-12-31,NA,NA,NA
3046,Fruits,Dates,"Fresh, Frozen",All Sizes,NA,NA,NA,Phoenix dactylifera,NA,1999-12-31,1999-12-31,NA,NA,NA
3047,Fruits,Dates,Medjool,All Sizes,NA,NA,NA,Phoenix dactylifera,NA,1999-12-31,1999-12-31,NA,NA,NA
3048,Vegetables,Beans,Helda/Flat,All Sizes,NA,NA,NA,Phaseolus vulgaris,NA,1999-12-31,1999-12-31,NA,NA,NA
3049,Vegetables,Beans,Fine,All Sizes,NA,NA,NA,Phaseolus vulgaris,NA,1999-12-31,1999-12-31,NA,NA,NA
3050,Vegetables,Cabbage,Dutch White/Winter White,All Sizes,NA,NA,NA,Brassica oleracea,NA,1999-12-31,1999-12-31,NA,NA,NA
3051,Vegetables,Cabbage,Spring Cabbage/Spring Greens,All Sizes,NA,NA,NA,Brassica oleracea,NA,1999-12-31,1999-12-31,NA,NA,NA
3052,Vegetables,Garlic,String,All Sizes,NA,NA,NA,Allium sativum,NA,1999-12-31,1999-12-31,NA,NA,NA
3053,Vegetables,Parsnip,Baby,All Sizes,NA,NA,NA,Pastinaca sativa,NA,1999-12-31,1999-12-31,NA,NA,NA
3054,Vegetables,Peppers (Capsicums),Elongated (Clovis Red/Lamuyo Red),All Sizes,NA,NA,NA,Capsicum spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3055,Vegetables,Peppers (Capsicums),Elongated (Clovis Green/Lamuyo Green),All Sizes,NA,NA,NA,Capsicum spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3056,Vegetables,Peppers (Capsicums),Elongated (Clovis Yellow/Lamuyo Yellow),All Sizes,NA,NA,NA,Capsicum spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3057,Vegetables,Peppers (Capsicums),Elongated (Clovis Orange/Lamuyo Orange),All Sizes,NA,NA,NA,Capsicum spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3058,Vegetables,Peppers (Capsicums),Elongated (Clovis White/Lamuyo White),All Sizes,NA,NA,NA,Capsicum spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3059,Vegetables,Squash,Crown Prince,All Sizes,NA,NA,NA,C.maxima,NA,1999-12-31,1999-12-31,NA,NA,NA
3060,Vegetables,Squash,Vegetable Marrow,All Sizes,NA,NA,NA,C.pepo,NA,1999-12-31,1999-12-31,NA,NA,NA
3061,Vegetables,Tomatoes,Beef/Beefsteak,All Sizes,NA,NA,NA,Lycopersicon esculenta,NA,1999-12-31,1999-12-31,NA,NA,NA
3062,Herbs,Bay Leaves,NA,All Sizes,NA,NA,NA,Laurus nobilis,NA,2018-10-08,1999-12-31,NA,NA,NA
3063,Herbs,Fennel Leaves,NA,All Sizes,NA,NA,NA,Foeniculum vulgare,NA,1999-12-31,1999-12-31,NA,NA,NA
3064,Herbs,Aloe Vera Leaves,NA,All Sizes,NA,NA,NA,Aloe Vera,NA,1999-12-31,1999-12-31,NA,NA,NA
3065,Fruits,Apples,Cameo,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3066,Fruits,Apples,Cameo,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3067,Fruits,Apples,Swiss Gourmet,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3068,Fruits,Apples,Swiss Gourmet,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3069,Fruits,Apples,"Gravenstein, Red",Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3070,Fruits,Apples,"Gravenstein, Red",Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3071,Fruits,Apples,"Granny Smith, Red",All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3072,Fruits,Apples,Lady,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3073,Fruits,Apples,Macoun,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3074,Fruits,Apples,Greening (RI),All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3075,Fruits,Apples,Baldwin,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3076,Fruits,Apples,Melrose,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3077,Fruits,Apples,Northern Spy,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3078,Fruits,Apples,Liberty,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
3079,Vegetables,Asparagus,Purple,All Sizes,NA,NA,"This code can be used anyplace in the globe; however, there are other codes for this item that can be used outside of North America.",Asparagus officinalis,NA,1999-12-31,1999-12-31,NA,NA,NA
3080,Fruits,Avocados,Pinkerton,All Sizes,NA,NA,NA,Persea americana,NA,1999-12-31,1999-12-31,NA,NA,NA
3081,Fruits,Berries,Saskatoon,All Sizes,NA,NA,NA,Amelanchier alnifolia,NA,1999-12-31,1999-12-31,NA,NA,NA
3082,Vegetables,Broccoli,Crowns,All Sizes,NA,NA,NA,Brassica oleracea,NA,1999-12-31,1999-12-31,NA,NA,NA
3083,Vegetables,Brussels Sprouts,Stalk,All Sizes,NA,NA,NA,Brassica olerace,NA,1999-12-31,1999-12-31,NA,NA,NA
3084,Herbs,Chervil,NA,All Sizes,NA,NA,NA,Anthriscus cerefolium,NA,1999-12-31,1999-12-31,NA,NA,NA
3085,Vegetables,Corn,"Indian, Decorative",Large,NA,NA,NA,Zea mays,NA,1999-12-31,1999-12-31,NA,NA,NA
3086,Vegetables,Corn,Indian. Decorative,Mini,NA,NA,NA,Zea mays,NA,1999-12-31,1999-12-31,NA,NA,NA
3087,Vegetables,Corn,"Indian, Strawberry",All Sizes,NA,NA,NA,Zea mays,NA,1999-12-31,1999-12-31,NA,NA,NA
3088,Fruits,Currants,Red,All Sizes,NA,NA,NA,Ribes sativum,NA,1999-12-31,1999-12-31,NA,NA,NA
3089,Vegetables,Eggplant (Aubergine),Chinese,All Sizes,NA,NA,NA,Solanum melongena,NA,1999-12-31,1999-12-31,NA,NA,NA
3090,Vegetables,Eggplant (Aubergine),Thai,All Sizes,NA,NA,NA,Solanum melongena,NA,1999-12-31,1999-12-31,NA,NA,NA
3091,Vegetables,Gobo Root/Burdock,NA,All Sizes,NA,NA,NA,Arctium lappa,NA,1999-12-31,1999-12-31,NA,NA,NA
3092,Fruits,Grapefruit,OroBlanco/Sweetie,All Sizes,NA,NA,NA,Citrus paradisi,NA,1999-12-31,1999-12-31,NA,NA,NA
3093,Fruits,Grapes,Retailer Assigned,All Sizes,NA,NA,NA,Vitis vinifera,NA,1999-12-31,1999-12-31,NA,NA,NA
3094,Fruits,Grapes,Retailer Assigned,All Sizes,NA,NA,NA,Vitis vinifera,NA,1999-12-31,1999-12-31,NA,NA,NA
3095,Vegetables,Kale,Multicolor,All Sizes,NA,NA,NA,Brassica oleracea,NA,2003-10-29,2003-10-29,NA,NA,NA
3096,Vegetables,Kohlrabi,Purple/Red/All Other Colors,All Sizes,NA,NA,NA,Brassica oleracea,NA,1999-12-31,1999-12-31,NA,NA,NA
3097,Vegetables,Lettuce,"Romaine, Red",All Sizes,NA,NA,NA,Lactuca sativa,NA,1999-12-31,1999-12-31,NA,NA,NA
3098,Vegetables,Lettuce,"Boston, Red",All Sizes,NA,NA,NA,Lactuca sativa,NA,1999-12-31,1999-12-31,NA,NA,NA
3099,Vegetables,Lotus Root,NA,All Sizes,NA,NA,NA,Nelumbo nucifera,NA,1999-12-31,1999-12-31,NA,NA,NA
3100,Fruits,Melon,Gold Honeydew,All Sizes,NA,NA,NA,Cucumis melo,NA,1999-12-31,1999-12-31,NA,NA,NA
3101,Fruits,Melon,Piel de Sapo,All Sizes,NA,NA,NA,Cucumis melo,NA,1999-12-31,1999-12-31,NA,NA,NA
3102,Vegetables,Mushrooms,Morel,All Sizes,NA,NA,NA,Morchella angusticeps,NA,2018-10-08,1999-12-31,NA,NA,NA
3103,Vegetables,Mushrooms,Enoki,All Sizes,NA,NA,NA,Flammulina velutipe,NA,1999-12-31,1999-12-31,NA,NA,NA
3104,Fruits,Apples,RoHo 3615,All Sizes,NA,NA,NA,Malus domestica,Evelina,2020-04-16,2012-12-11,NA,http://check.ifpsglobal.com/file/view/3104-roho-3615-apple_1460402964.JPG,3104-roho-3615-apple_1460402964.JPG
3105,Nuts,Cashews,NA,All Sizes,NA,NA,NA,Anacardium occidental,NA,1999-12-31,1999-12-31,NA,NA,NA
3106,Nuts,Macadamia,NA,All Sizes,NA,NA,NA,Macadamia integrifolia,NA,1999-12-31,1999-12-31,NA,NA,NA
3107,Fruits,Oranges,Navel,Medium,88/72 size,Average Fruit Dimensions = 66mm - under 84mm,NA,Citrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3108,Fruits,Oranges,Valencia,Medium,88/72 size,Average Fruit Dimensions = 66mm - under 84mm,NA,Citrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3109,Fruits,Oranges,Seville (Marmalade type),All Sizes,NA,NA,NA,Citrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3110,Fruits,Oranges,"Navel, Cara Cara (Red)",All Sizes,NA,NA,NA,Citrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3111,Fruits,Papaya/Pawpaw,Red-Fleshed (Solo Sunrise),All Sizes,NA,NA,NA,Carica papaya,NA,1999-12-31,1999-12-31,NA,NA,NA
3112,Fruits,Papaya/Pawpaw,Meridol,All Sizes,NA,NA,NA,Carica papaya,NA,1999-12-31,1999-12-31,NA,NA,NA
3113,Fruits,Peaches,Flat White Flesh (Saturn type),All Sizes,NA,NA,NA,NA,NA,2008-11-26,2008-11-26,NA,NA,NA
3114,Fruits,Mango,Green,Extra Large,7 size and larger,NA,NA,Magnifera Indica,Keitt and Francis varieties,2016-04-12,2008-11-26,NA,http://check.ifpsglobal.com/file/view/3114-green-mango_1460476199.JPG,3114-green-mango_1460476199.JPG
3115,Fruits,Peaches,Flat Yellow Flesh,All Sizes,NA,NA,NA,NA,NA,2016-04-11,2008-11-26,NA,NA,NA
3116,Fruits,Peaches,Yellow Flesh (Tree Ripened/Ready-to-eat),Small,70 size and smaller,Average Fruit Weight =  less than 185g,Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3117,Fruits,Peaches,Yellow Flesh (Tree Ripened/Ready-to-eat),Large,66 size and larger,Average Fruit Weight =  185g and above,Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3118,Fruits,Pears,Starkrimson,All Sizes,NA,NA,NA,Pyrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3119,Vegetables,Peppers (Capsicums),"Bell, Greenhouse - Green",Small,med. size and smaller,Min diameter less than 65mm,NA,Capsicum spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3120,Vegetables,Peppers (Capsicums),"Bell, Greenhouse - Green",Large,large size and larger,Min diameter 65mm and above,NA,Capsicum spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3121,Vegetables,Peppers (Capsicums),"Bell, Greenhouse - Orange",All Sizes,NA,NA,NA,Capsicum spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3122,Vegetables,Peppers (Capsicums),"Bell, Greenhouse - White",All Sizes,NA,NA,NA,Capsicum spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3123,Vegetables,Peppers (Capsicums),"Bell, Greenhouse - Brown",All Sizes,NA,NA,NA,Capsicum spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3124,Vegetables,Peppers (Capsicums),"Bell, Greenhouse - Purple",All Sizes,NA,NA,NA,Capsicum spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3125,Vegetables,Peppers (Capsicums),Habanero,All Sizes,NA,NA,NA,Capsicum spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3126,Fruits,Plumcot (Interspecific Plum),Retailer Assigned,All Sizes,NA,NA,NA,Prunus armeniaca hybrid,NA,2008-06-03,2008-06-03,NA,NA,NA
3127,Fruits,Pomegranate,NA,Medium,30 to 36 size,Average Fruit Dimensions = 3.375 - 3.875 inch,NA,Punica granatum,NA,2007-10-30,2007-10-30,NA,NA,NA
3128,Vegetables,Potato,Purple,All Sizes,NA,NA,NA,Solanum tuberosum,NA,1999-12-31,1999-12-31,NA,NA,NA
3129,Fruits,Grapefruit,Pummelo - Red,All Sizes,NA,NA,NA,C.grandis,NA,1999-12-31,1999-12-31,NA,NA,NA
3130,Vegetables,Pumpkin,Jumbo,All Sizes,NA,NA,NA,Cucurbita pepo,NA,1999-12-31,1999-12-31,NA,NA,NA
3131,Vegetables,Pumpkin,Decorative (Painted),All Sizes,NA,NA,NA,Cucurbita pepo,NA,1999-12-31,1999-12-31,NA,NA,NA
3132,Vegetables,Pumpkin,White,All Sizes,NA,NA,NA,Cucurbita pepo,NA,1999-12-31,1999-12-31,NA,NA,NA
3133,Vegetables,Pumpkin,White - Mini,All Sizes,NA,NA,NA,Cucurbita pepo,NA,1999-12-31,1999-12-31,NA,NA,NA
3134,Vegetables,Pumpkin,Pie Pumpkin,All Sizes,NA,NA,NA,Cucurbita pepo,NA,1999-12-31,1999-12-31,NA,NA,NA
3135,Vegetables,Gourd,Ornamental,All Sizes,NA,NA,NA,Trichosarthes cucumerina,NA,1999-12-31,1999-12-31,NA,NA,NA
3136,Fruits,Sapodillo/Nispero,NA,All Sizes,NA,NA,NA,Manilkara zapote,NA,1999-12-31,1999-12-31,NA,NA,NA
3137,Fruits,Sapote,White,All Sizes,NA,NA,NA,Casimiroa edulis,NA,1999-12-31,1999-12-31,NA,NA,NA
3138,Fruits,Sapote,Black,All Sizes,NA,NA,NA,Diospyros digyna,NA,1999-12-31,1999-12-31,NA,NA,NA
3139,Herbs,Savory,NA,All Sizes,NA,NA,NA,Satureja spp.,NA,2018-10-08,1999-12-31,NA,NA,NA
3140,Vegetables,Squash,Cucuzza,All Sizes,NA,NA,NA,C.pepo,NA,1999-12-31,1999-12-31,NA,NA,NA
3141,Vegetables,Squash,Opo,All Sizes,NA,NA,NA,Langenaria siceraria,NA,1999-12-31,1999-12-31,NA,NA,NA
3142,Vegetables,Squash,Carnival,All Sizes,NA,NA,NA,C.pepo,NA,1999-12-31,1999-12-31,NA,NA,NA
3143,Vegetables,Squash,Acorn - baby,All Sizes,NA,NA,NA,C.pepo,NA,1999-12-31,1999-12-31,NA,NA,NA
3144,Fruits,Tangerines/Mandarins,Fall Glo,All Sizes,NA,NA,NA,Citrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3145,Vegetables,Tomatoes,Plum/Italian/Saladette/Roma (Yellow),All Sizes,NA,NA,NA,Lycopersicon esculenta,NA,1999-12-31,1999-12-31,NA,NA,NA
3146,Vegetables,Tomatoes,"Cherry - Red, On the Vine",All Sizes,NA,Up to and including 35mm diam,NA,Lycopersicon esculenta,NA,1999-12-31,1999-12-31,NA,NA,NA
3147,Vegetables,Tomatoes,"Cherry - Yellow, On the Vine",All Sizes,NA,Up to and including 35mm diam,NA,Lycopersicon esculenta,NA,1999-12-31,1999-12-31,NA,NA,NA
3148,Vegetables,Tomatoes,"Regular - Yelllow, On the Vine (Truss)",All Sizes,NA,NA,NA,Lycopersicon esculenta,NA,1999-12-31,1999-12-31,NA,NA,NA
3149,Vegetables,Tomatoes,"Regular - Orange, On the Vine",All Sizes,NA,NA,NA,Lycopersicon esculenta,NA,1999-12-31,1999-12-31,NA,NA,NA
3150,Vegetables,Tomatoes,Cocktail/Intermediate - Red,All Sizes,NA,35 - 40mm diameter,NA,Lycopersicon esculenta,NA,1999-12-31,1999-12-31,NA,NA,NA
3151,Vegetables,Tomatoes,"Vine Ripe, Regular - Red",Large,5X6 and larger,Diameter 70mm and above,NA,Lycopersicon esculenta,NA,1999-12-31,1999-12-31,NA,NA,NA
3152,Fruits,Grapefruit,Melogold,All Sizes,NA,NA,NA,C.grandis,NA,1999-12-31,1999-12-31,NA,NA,NA
3153,Fruits,Oranges,Delta Seedless,Medium,88/72 size,Average Fruit Dimensions = 66mm - under 84mm,NA,Citrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3154,Fruits,Oranges,Delta Seedless,Large,56 size and larger,Average Fruit Dimensions = 84mm and above,NA,Citrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3155,Fruits,Oranges,Midknight,Medium,88/72 size,Average Fruit Dimensions = 66mm - under 84mm,NA,Citrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3156,Fruits,Oranges,Midknight,Large,56 size and larger,Average Fruit Dimensions = 84mm and above,NA,Citrus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
3157,Fruits,Grapefruit,White,Extra Large,27 size and larger,NA,Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.,Citrus paradisi,NA,2002-05-02,2002-05-02,NA,NA,NA
3158,Fruits,Grapefruit,White,Extra Large,27 size and larger,NA,"Restricted for items grown in Texas, Arizona and New Mexico in the U.S.",Citrus paradisi,NA,1999-12-31,1999-12-31,NA,NA,NA
3159,Fruits,Grapefruit,White,Extra Large,27 size and larger,Average Fruit Dimensions = 108mm and above,NA,Citrus paradisi,NA,1999-12-31,1999-12-31,NA,NA,NA
3160,Vegetables,Gai Lan,Synonymous with Chinese Broccoli,All Sizes,NA,NA,NA,Brassica oleracea,NA,1999-12-31,1999-12-31,NA,NA,NA
3161,Vegetables,Gai (Gui) Choy (Chinese Or Indian Mustard),Baby - Chinese or Indian Mustard,All Sizes,NA,NA,NA,Brassica juncea,NA,1999-12-31,1999-12-31,NA,NA,NA
3162,Vegetables,Ong Choy,Synonymous with Water Spinach,All Sizes,NA,NA,NA,Ipomoea aquatica,NA,1999-12-31,1999-12-31,NA,NA,NA
3163,Vegetables,Bok Choy (Pak Choi),Shanghai,All Sizes,NA,NA,NA,Brassica rapa,NA,1999-12-31,1999-12-31,NA,NA,NA
3164,Vegetables,Yu Choy,NA,All Sizes,NA,NA,NA,Brassica rapa,NA,1999-12-31,1999-12-31,NA,NA,NA
3165,Vegetables,Radicchio,Treviso,All Sizes,NA,NA,NA,Cichorium intybus,NA,1999-12-31,1999-12-31,NA,NA,NA
3166,Vegetables,Cabbage,Tuscan,All Sizes,NA,NA,Identified lacinato kale and tuscan cabbage one and the same,Brassica oleracea,Lacinato Kale,2013-05-06,2013-05-06,NA,NA,NA
3167,Vegetables,Frisee,NA,All Sizes,NA,NA,NA,Cichorium endivia,NA,1999-12-31,1999-12-31,NA,NA,NA
3168,Vegetables,Radicchio,Castlefranco,All Sizes,NA,NA,NA,Cichorium intybus,NA,1999-12-31,1999-12-31,NA,NA,NA
3169,Vegetables,Lettuce,Catalogna,All Sizes,NA,NA,NA,Lactuca sativa,NA,1999-12-31,1999-12-31,NA,NA,NA
3170,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3171,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3172,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3173,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3174,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3175,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3176,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3177,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3178,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
