plu,category,commodity,variety,size,measurements_north_america,measurements_rest_of_world,restrictions_notes,botanical_name,aka,revision_date,date_added,gpc,image_url,image
4147,Fruits,Apples,Jonagold,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4148,Fruits,Apples,Jonathan,Small,100 size and smaller,Average Fruit Weight = less than 205g,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4149,Fruits,Apples,Jonathan,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4150,Fruits,Apples,Jonathan,Large,88 size and larger,Average Fruit Weight = 205g and above,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4151,Fruits,Apples,Jonathan,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4152,Fruits,Apples,McIntosh,Small,100 size and smaller,Average Fruit Weight = less than 205g,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4153,Fruits,Apples,McIntosh,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4154,Fruits,Apples,McIntosh,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4155,Fruits,Apples,Paulared,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4156,Fruits,Apples,Gravenstein,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4157,Fruits,Apples,Paulared,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4158,Fruits,Apples,Gravenstein,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4159,Vegetables,Onions,Vidalia,All Sizes,NA,NA,NA,Allium spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4160,Fruits,Apples,Pippin,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4161,Vegetables,Onions,Texas Sweet,All Sizes,NA,NA,NA,Allium spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4162,Fruits,Apples,Pippin,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4163,Vegetables,Onions,Walla Walla,All Sizes,NA,NA,NA,Allium spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4164,Vegetables,Onions,Maui,All Sizes,NA,NA,NA,Allium spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4165,Vegetables,Onions,California Sweet,All Sizes,NA,NA,NA,Allium spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4166,Vegetables,Onions,Other Sweet,All Sizes,NA,NA,NA,Allium spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4167,Fruits,Apples,Red Delicious,Small,100 size and smaller,Average Fruit Weight = less than 205g,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4168,Fruits,Apples,Red Delicious,Large,88 size and larger,Average Fruit Weight = 205g and above,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4169,Fruits,Apples,Rome,Small,100 size and smaller,Average Fruit Weight = less than 205g,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4170,Fruits,Apples,Rome,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4171,Fruits,Apples,Rome,Large,88 size and larger,Average Fruit Weight = 205g and above,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4172,Fruits,Apples,Rome,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4173,Fruits,Apples,Royal Gala,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4174,Fruits,Apples,Royal Gala,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4176,Fruits,Apples,Southern Snap,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4177,Fruits,Apples,Spartan,Small,100 size and smaller,Average Fruit Weight = less than 205g,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4178,Fruits,Apples,Spartan,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4179,Fruits,Apples,Spartan,Large,88 size and larger,Average Fruit Weight = 205g and above,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4180,Fruits,Apples,Spartan,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4181,Fruits,Apples,Stayman,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4182,Fruits,Apples,Sturmer Pippin,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4183,Fruits,Apples,Stayman,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4185,Fruits,Apples,York,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4186,Fruits,Bananas,Yellow (includes Cavendish),Small,Size: 7 ½ (19cm) maximum with pulp length measured over convex fruit surface,NA,NA,Musa spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4187,Fruits,Apples,York,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4188,Fruits,Nectarine,"White Flesh, Tree Ripened, Ready-to-eat",Small,70 size and smaller,Average Fruit Weight =  less than 185g,NA,Prunus persica,NA,1999-12-31,1999-12-31,NA,NA,NA
4189,Fruits,Apples,Winesap,Small,100 size and smaller,Average Fruit Weight = less than 205g,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4190,Fruits,Apples,Winesap,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4191,Fruits,Apples,Winesap,Large,88 size and larger,Average Fruit Weight = 205g and above,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4192,Fruits,Apples,Winesap,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4193,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4194,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4195,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4196,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4197,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4198,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4199,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4200,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4201,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4202,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4203,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4204,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4205,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4206,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4207,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4208,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4209,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4210,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4211,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4212,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4213,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4214,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4215,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4216,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4217,Fruits,Apples,Retailer Assigned,All Sizes,NA,NA,NA,Malus pumila,NA,1999-12-31,1999-12-31,NA,NA,NA
4218,Fruits,Apricots,Regular,Small,"Less than 2-3/16 inch,Less than 55 mm Average Fruit Dimensions",NA,NA,Prunus armeniaca,NA,1999-12-31,1999-12-31,NA,NA,NA
4219,Fruits,Apricots,Retailer Assigned,All Sizes,NA,NA,NA,Prunus armeniaca,NA,2020-03-09,1999-12-31,NA,NA,NA
4220,Fruits,Atemoyas,NA,All Sizes,NA,NA,NA,Annona spp.,NA,2018-10-08,1999-12-31,NA,NA,NA
4221,Fruits,Avocados,Green,Small,32 size and smaller,NA,Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.,Persea americana,NA,2018-10-08,1999-12-31,NA,NA,NA
4222,Fruits,Avocados,Green,Small,48 size and smaller,Average Fruit Weight = less than 280g,NA,Persea americana,NA,2018-10-08,1999-12-31,NA,NA,NA
4223,Fruits,Avocados,Green,Large,18 size and larger,NA,Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.,Persea americana,NA,2018-10-08,1999-12-31,NA,NA,NA
4224,Fruits,Avocados,Green,Large,40 size and larger,Average Fruit Weight = 280g and above,NA,Persea americana,NA,2018-10-08,1999-12-31,NA,NA,NA
4225,Fruits,Avocados,Hass,Large,48 and 40 size,Average Fruit Weight = 190g - under 315g,NA,Persea americana,NA,1999-12-31,1999-12-31,NA,NA,NA
4226,Fruits,Avocados,Cocktail/Seedless,All Sizes,NA,NA,NA,Musa spp.,NA,2018-10-08,1999-12-31,NA,NA,NA
4227,Fruits,Avocados,Retailer Assigned,All Sizes,NA,NA,NA,Persea americana,NA,1999-12-31,1999-12-31,NA,NA,NA
4228,Fruits,Avocados,Retailer Assigned,All Sizes,NA,NA,NA,Persea americana,NA,1999-12-31,1999-12-31,NA,NA,NA
4229,Fruits,Bananas,Burro,All Sizes,NA,NA,NA,Musa spp,NA,1999-12-31,1999-12-31,NA,NA,NA
4230,Fruits,Bananas,Dominique,All Sizes,NA,NA,NA,Musa spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4231,Fruits,Bananas,Green,All Sizes,NA,NA,NA,Musa spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4232,Fruits,Bananas,Leaves,All Sizes,NA,NA,NA,Musa spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4233,Fruits,Bananas,Apple/Manzano,All Sizes,NA,NA,NA,Musa spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4234,Fruits,Bananas,baby/Nino,All Sizes,NA,NA,NA,Musa spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4235,Fruits,Bananas,Plantain/Macho,All Sizes,NA,NA,NA,Musa ssp,NA,1999-12-31,1999-12-31,NA,NA,NA
4236,Fruits,Bananas,Red,All Sizes,NA,NA,NA,Musa spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4237,Fruits,Bananas,Retailer Assigned,All Sizes,NA,NA,NA,Musa spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4238,Fruits,Bananas,Retailer Assigned,All Sizes,NA,NA,NA,Musa spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4239,Fruits,Berries,Blackberries,All Sizes,NA,NA,NA,Rubus fruticosus,NA,1999-12-31,1999-12-31,NA,NA,NA
4240,Fruits,Berries,Blueberries,All Sizes,NA,NA,NA,Vaccinium spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4241,Fruits,Berries,Boysenberries,All Sizes,NA,NA,NA,Rubus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4242,Fruits,Berries,Cranberries,All Sizes,NA,NA,NA,Vaccinium macrocarpon,NA,1999-12-31,1999-12-31,NA,NA,NA
4243,Fruits,Berries,Gooseberries,All Sizes,NA,NA,NA,Ribes uva-crispa,NA,1999-12-31,1999-12-31,NA,NA,NA
4244,Fruits,Berries,Raspberries - Black,All Sizes,NA,NA,NA,R.occidentalis,NA,1999-12-31,1999-12-31,NA,NA,NA
4245,Fruits,Berries,Raspberries - Golden,All Sizes,NA,NA,NA,Rubus idaeus,NA,1999-12-31,1999-12-31,NA,NA,NA
4246,Fruits,Berries,Strawberries,Pint,NA,NA,Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.,Fragaria ananassa,NA,1999-12-31,1999-12-31,NA,NA,NA
4247,Fruits,Berries,Strawberries,Quart,NA,NA,Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.,Fragaria ananassa,NA,1999-12-31,1999-12-31,NA,NA,NA
4248,Fruits,Berries,Strawberries,Quart,NA,NA,NA,Fragaria ananassa,NA,1999-12-31,1999-12-31,NA,NA,NA
4249,Fruits,Berries,Strawberries,Bulk 3-Pack (3 Pints),NA,NA,Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.,Fragaria ananassa,NA,1999-12-31,1999-12-31,NA,NA,NA
4250,Fruits,Berries,Strawberries,Bulk 3-Pack (3 Pints),NA,NA,NA,Fragaria ananassa,NA,1999-12-31,1999-12-31,NA,NA,NA
4251,Fruits,Berries,Long-stemmed Strawberries,All Sizes,NA,NA,NA,Fragaria ananassa,NA,1999-12-31,1999-12-31,NA,NA,NA
4252,Fruits,Berries,Retailer Assigned,All Sizes,NA,NA,NA,Rubus spp.,NA,2020-03-09,1999-12-31,NA,NA,NA
4253,Fruits,Berries,Retailer Assigned,All Sizes,NA,NA,NA,Rubus spp.,NA,2020-03-09,1999-12-31,NA,NA,NA
4254,Fruits,Breadfruit,NA,All Sizes,NA,NA,NA,Artocarpus altilis,NA,1999-12-31,1999-12-31,NA,NA,NA
4255,Fruits,Cactus Pear (Prickly Pear),NA,All Sizes,NA,NA,NA,Opuntia spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4256,Fruits,Carambola (Starfruit),NA,All Sizes,NA,NA,NA,Averrhoa carambola,NA,1999-12-31,1999-12-31,NA,NA,NA
4257,Fruits,Cherimoya,NA,All Sizes,NA,NA,NA,Annona cherimola,NA,1999-12-31,1999-12-31,NA,NA,NA
4258,Fruits,Cherries,Golden/Rainier/White,All Sizes,NA,NA,NA,Prunus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4259,Fruits,Cherries,Retailer Assigned,All Sizes,NA,NA,NA,Prunus spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4260,Fruits,Coconuts,In Husk/Waternut,All Sizes,NA,NA,NA,Cocos nucifera,NA,1999-12-31,1999-12-31,NA,NA,NA
4261,Fruits,Coconuts,Husked,All Sizes,NA,NA,NA,Cocos nucifera,NA,1999-12-31,1999-12-31,NA,NA,NA
4262,Fruits,Coconuts,Retailer Assigned,All Sizes,NA,NA,NA,Cocos nucifera,NA,1999-12-31,1999-12-31,NA,NA,NA
4263,Fruits,Dates,Fresh - Regular,All Sizes,NA,NA,NA,Phoenix dactylifera,NA,1999-12-31,1999-12-31,NA,NA,NA
4264,Fruits,Dates,Fresh - Retailer Assigned,All Sizes,NA,NA,NA,Phoenix dactylifera,NA,1999-12-31,1999-12-31,NA,NA,NA
4265,Fruits,Feijoa,NA,All Sizes,NA,NA,NA,Acca sellowiana,NA,1999-12-31,1999-12-31,NA,NA,NA
4266,Fruits,Figs,Black,All Sizes,NA,NA,NA,Ficus carica,NA,1999-12-31,1999-12-31,NA,NA,NA
4267,Fruits,Figs,Brown,All Sizes,NA,NA,NA,Ficus carica,NA,1999-12-31,1999-12-31,NA,NA,NA
4268,Fruits,Figs,White/Green,All Sizes,NA,NA,NA,Ficus carica,NA,1999-12-31,1999-12-31,NA,NA,NA
4269,Fruits,Figs,Retailer Assigned,All Sizes,NA,NA,NA,Ficus carica,NA,1999-12-31,1999-12-31,NA,NA,NA
4270,Fruits,Grapes,Blue/Black Seeded (Ribier/Exotic/Niabel),All Sizes,NA,NA,NA,Vitis vinifera,NA,1999-12-31,1999-12-31,NA,NA,NA
4271,Fruits,Grapes,Champagne,All Sizes,NA,NA,NA,Vitis vinifera,NA,1999-12-31,1999-12-31,NA,NA,NA
4272,Fruits,Grapes,Concord,All Sizes,NA,NA,NA,V.labrusca,NA,1999-12-31,1999-12-31,NA,NA,NA
4273,Fruits,Grapes,Red Seeded (Cardinal/Emperor/Queen/Christmas Rose),All Sizes,NA,NA,NA,Vitis vinifera,NA,1999-12-31,1999-12-31,NA,NA,NA
4274,Fruits,Grapes,White/Green Seeded (All others not listed),All Sizes,NA,NA,NA,Vitis vinifera,NA,1999-12-31,1999-12-31,NA,NA,NA
4275,Fruits,Grapes,Retailer Assigned,All Sizes,NA,NA,NA,Vitis vinifera,NA,1999-12-31,1999-12-31,NA,NA,NA
4276,Fruits,Grapes,Retailer Assigned,All Sizes,NA,NA,NA,Vitis vinifera,NA,1999-12-31,1999-12-31,NA,NA,NA
4277,Fruits,Grapes,Retailer Assigned,All Sizes,NA,NA,NA,Vitis vinifera,NA,1999-12-31,1999-12-31,NA,NA,NA
4278,Fruits,Grapes,Retailer Assigned,All Sizes,NA,NA,NA,Vitis vinifera,NA,1999-12-31,1999-12-31,NA,NA,NA
4279,Fruits,Grapefruit,Pummelo - White,All Sizes,NA,NA,NA,C.grandis,NA,1999-12-31,1999-12-31,NA,NA,NA
4280,Fruits,Grapefruit,"Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red)",Small,40 size and smaller,NA,"Restricted for items grown in Texas, Arizona and New Mexico in the U.S.",Citrus paradisi,NA,1999-12-31,1999-12-31,NA,NA,NA
4281,Fruits,Grapefruit,"Ruby/Red/Pink (ncludes Ray Ruby, Ruby, Ruby Red)",Large,32 and 36 size,NA,Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.,Citrus paradisi,NA,2002-05-02,2002-05-02,NA,NA,NA
4282,Fruits,Grapefruit,"Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red)",Large,32 and 36 size,Average Fruit Dimensions = 97 - under 108mm,NA,Citrus paradisi,NA,2002-06-02,2002-06-02,NA,NA,NA
4283,Fruits,Grapefruit,"Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red)",Large,36 and 32 size,NA,"Restricted for items grown in Texas, Arizona and New Mexico in the U.S.",Citrus paradisi,NA,1999-12-31,1999-12-31,NA,NA,NA
4284,Fruits,Grapefruit,Deep Red,Small,40 size and smaller,NA,Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.,Citrus paradisi,NA,1999-12-31,1999-12-31,NA,NA,NA
4285,Fruits,Grapefruit,Deep Red,Small,40 size and smaller,Average Fruit Dimensions = less than 97mm,NA,Citrus paradisi,NA,2002-06-02,2002-06-02,NA,NA,NA
4286,Fruits,Grapefruit,Deep Red,Small,40 size and smaller,NA,"Restricted for items grown in Texas, Arizona and New Mexico in the U.S.",Citrus paradisi,NA,1999-12-31,1999-12-31,NA,NA,NA
4287,Fruits,Grapefruit,Deep Red,Large,32 and 36 size,NA,Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.,Citrus paradisi,NA,2002-05-02,2002-05-02,NA,NA,NA
4288,Fruits,Grapefruit,Deep Red,Large,32 and 36 size,Average Fruit Dimensions = 97-under 108mm,NA,Citrus paradisi,NA,2002-06-02,2002-06-02,NA,NA,NA
4289,Fruits,Grapefruit,Deep Red,Large,36 and 32 size,NA,"Restricted for items grown in Texas, Arizona and New Mexico in the U.S.",Citrus paradisi,NA,2015-09-08,1999-12-31,NA,NA,NA
4290,Fruits,Grapefruit,White,Small,40 size and smaller,NA,Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.,Citrus paradisi,NA,1999-12-31,1999-12-31,NA,NA,NA
4291,Fruits,Grapefruit,White,Small,40 size and smaller,Average Fruit Dimensions = less than 97mm,NA,Citrus paradisi,NA,2002-06-02,2002-06-02,NA,NA,NA
4292,Fruits,Grapefruit,White,Small,40 size and smaller,NA,"Restricted for items grown in Texas, Arizona and New Mexico in the U.S.",Citrus paradisi,NA,1999-12-31,1999-12-31,NA,NA,NA
4293,Fruits,Grapefruit,White,Large,32 and 36 size,32 and 36 size,Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.,Citrus paradisi,NA,2002-05-02,2002-05-02,NA,NA,NA
4294,Fruits,Grapefruit,White,Large,32 and 36 size,Average Fruit Dimensions = 97-under 108mm,NA,Citrus paradisi,NA,2002-06-02,2002-06-02,NA,NA,NA
4295,Fruits,Grapefruit,White,Large,36 and 32 size,NA,"Restricted for items grown in Texas, Arizona and New Mexico in the U.S.",Citrus paradisi,NA,1999-12-31,1999-12-31,NA,NA,NA
4296,Fruits,Grapefruit,Retailer Assigned,All Sizes,NA,NA,NA,Citrus paradisi,NA,2020-03-09,1999-12-31,NA,NA,NA
4297,Fruits,Grapefruit,Retailer Assigned,All Sizes,NA,NA,NA,Citrus paradisi,NA,2020-03-09,1999-12-31,NA,NA,NA
4298,Fruits,Grapefruit,Retailer Assigned,All Sizes,NA,NA,NA,Citrus paradisi,NA,2020-03-09,1999-12-31,NA,NA,NA
4299,Fruits,Guava,NA,All Sizes,NA,NA,NA,Psidium guajava,NA,1999-12-31,1999-12-31,NA,NA,NA
4300,Fruits,Homli Fruit,NA,All Sizes,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4301,Fruits,Kiwifruit,Retailer Assigned,All Sizes,NA,NA,NA,Actinidia deliciosa,NA,1999-12-31,1999-12-31,NA,NA,NA
4302,Fruits,Kiwano (Horned Melon),NA,All Sizes,NA,NA,NA,Cucumis metuliferus,NA,1999-12-31,1999-12-31,NA,NA,NA
4303,Fruits,Kumquat,NA,All Sizes,NA,NA,NA,Fortunella spp.,NA,1999-12-31,1999-12-31,NA,NA,NA
4304,Fruits,Lemons,Retailer Assigned,All Sizes,NA,NA,NA,Citrus limon,NA,2020-03-09,1999-12-31,NA,NA,NA
4305,Fruits,Limes,Key (incl. Mexican & West Indian),All Sizes,NA,NA,NA,Citrus aurantifolia,NA,1999-12-31,1999-12-31,NA,NA,NA
4306,Fruits,Limes,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4307,Fruits,Longan,NA,All Sizes,NA,NA,NA,Dimocarpus longan,NA,2018-10-08,1999-12-31,NA,NA,NA
4308,Fruits,Loquats,NA,All Sizes,NA,NA,NA,Eribotyra japonica,NA,2018-10-08,1999-12-31,NA,NA,NA
4309,Fruits,Lychees,NA,All Sizes,NA,NA,NA,Litchi chinensis,NA,1999-12-31,1999-12-31,NA,NA,NA
4310,Fruits,Mamey,NA,All Sizes,NA,NA,NA,Pouteria sapota,NA,1999-12-31,1999-12-31,NA,NA,NA
4311,Fruits,Mango,Green (Includes Keitt and Francis),Small,12 size and smaller,NA,NA,Mangifera indica,(Includes Keitt and Francis varieties),2007-05-15,2007-05-15,NA,NA,NA
4312,Fruits,Mango,"Yellow (Includes Oro, Ataulfo/Honey Manila)",Small,18 size and smaller,NA,NA,Mangifera indica,NA,1999-12-31,1999-12-31,NA,NA,NA
4313,Fruits,Mango,Retailer Assigned,All Sizes,NA,NA,NA,Mangifera indica,NA,1999-12-31,1999-12-31,NA,NA,NA
4314,Fruits,Mango,Retailer Assigned,All Sizes,NA,NA,NA,Mangifera indica,NA,1999-12-31,1999-12-31,NA,NA,NA
4315,Fruits,Mango,Retailer Assigned,All Sizes,NA,NA,NA,Mangifera indica,NA,1999-12-31,1999-12-31,NA,NA,NA
4316,Fruits,Mango,Retailer Assigned,All Sizes,NA,NA,NA,Mangifera indica,NA,1999-12-31,1999-12-31,NA,NA,NA
4317,Fruits,Melon,Canary/Yellow Honeydew,All Sizes,NA,NA,NA,Cucumis melo,NA,1999-12-31,1999-12-31,NA,NA,NA
4318,Fruits,Melon,Cantaloupe/Muskmelon,Small,18 size and smaller,Average Fruit Weight =  less than 1135g,Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.,Cucumis melo,NA,1999-12-31,1999-12-31,NA,NA,NA
